datetime,temperature,humidity,wind_speed,precipitation
2020-04-14 17:00:00,20.81,41,12.48,6.4
2020-04-14 18:00:00,1.92,86,14.85,11.66
2020-04-14 19:00:00,15.61,63,0.83,3.75
2020-04-14 20:00:00,-7.75,48,0.01,8.22
2020-04-14 21:00:00,9.18,73,4.63,19.84
2020-04-14 22:00:00,25.11,56,10.37,8.95
2020-04-14 23:00:00,-8.15,89,5.0,2.63
2020-04-15 00:00:00,24.09,23,3.4,6.33
2020-04-15 01:00:00,2.83,76,12.3,11.21
2020-04-15 02:00:00,4.07,27,2.7,11.73
2020-04-15 03:00:00,34.74,66,9.82,7.06
2020-04-15 04:00:00,-8.57,21,8.81,11.64
2020-04-15 05:00:00,-2.93,27,0.59,17.85
2020-04-15 06:00:00,9.63,74,12.85,16.06
2020-04-15 07:00:00,26.54,24,8.35,5.42
2020-04-15 08:00:00,24.93,25,3.58,1.77
2020-04-15 09:00:00,22.86,40,10.04,16.9
2020-04-15 10:00:00,-0.24,83,12.91,13.09
2020-04-15 11:00:00,31.24,89,14.42,8.07
2020-04-15 12:00:00,9.45,73,2.83,2.73
2020-04-15 13:00:00,5.08,31,2.02,17.66
2020-04-15 14:00:00,12.9,78,11.41,16.4
2020-04-15 15:00:00,7.8,36,12.6,2.24
2020-04-15 16:00:00,34.22,80,11.44,19.41
2020-04-15 17:00:00,20.27,84,11.27,7.09
2020-04-15 18:00:00,30.3,70,2.99,1.36
2020-04-15 19:00:00,33.33,25,14.62,0.91
2020-04-15 20:00:00,30.43,54,9.16,3.17
2020-04-15 21:00:00,10.72,77,10.85,19.48
2020-04-15 22:00:00,9.93,100,7.76,15.0
2020-04-15 23:00:00,11.5,75,1.57,16.93
2020-04-16 00:00:00,12.54,84,3.55,5.25
2020-04-16 01:00:00,9.63,84,13.06,0.65
2020-04-16 02:00:00,-6.35,76,8.7,9.95
2020-04-16 03:00:00,-0.72,62,2.07,6.88
2020-04-16 04:00:00,9.5,88,13.11,14.82
2020-04-16 05:00:00,-8.31,88,1.33,19.33
2020-04-16 06:00:00,30.2,78,7.37,19.28
2020-04-16 07:00:00,7.89,30,3.9,4.89
2020-04-16 08:00:00,27.54,73,6.05,5.71
2020-04-16 09:00:00,16.39,47,9.9,18.13
2020-04-16 10:00:00,0.28,90,7.12,16.0
2020-04-16 11:00:00,28.34,21,6.25,7.8
2020-04-16 12:00:00,27.02,58,13.14,9.6
2020-04-16 13:00:00,28.4,57,2.98,8.78
2020-04-16 14:00:00,-2.28,45,2.42,5.08
2020-04-16 15:00:00,-0.67,62,8.75,19.64
2020-04-16 16:00:00,3.49,20,8.6,6.09
2020-04-16 17:00:00,-6.81,49,0.97,13.82
2020-04-16 18:00:00,1.59,100,1.82,17.73
2020-04-16 19:00:00,30.92,76,5.62,7.05
2020-04-16 20:00:00,26.79,50,14.57,19.52
2020-04-16 21:00:00,-4.93,71,11.0,17.85
2020-04-16 22:00:00,20.11,22,6.87,15.79
2020-04-16 23:00:00,0.3,92,4.7,16.38
2020-04-17 00:00:00,7.04,93,8.16,15.08
2020-04-17 01:00:00,2.72,50,5.23,0.01
2020-04-17 02:00:00,20.7,23,12.58,18.54
2020-04-17 03:00:00,-2.87,36,2.62,1.36
2020-04-17 04:00:00,3.53,40,12.61,5.48
2020-04-17 05:00:00,16.95,55,3.06,15.64
2020-04-17 06:00:00,-7.62,68,8.19,8.2
2020-04-17 07:00:00,17.47,20,10.4,11.35
2020-04-17 08:00:00,-3.78,36,7.62,16.55
2020-04-17 09:00:00,33.67,100,12.38,12.02
2020-04-17 10:00:00,30.6,57,10.12,8.34
2020-04-17 11:00:00,13.2,93,6.0,11.86
2020-04-17 12:00:00,-7.75,49,11.64,6.6
2020-04-17 13:00:00,19.22,24,6.98,1.66
2020-04-17 14:00:00,26.23,29,6.0,10.3
2020-04-17 15:00:00,12.01,52,6.45,3.74
2020-04-17 16:00:00,11.6,54,14.73,7.6
2020-04-17 17:00:00,-5.34,90,14.95,16.16
2020-04-17 18:00:00,27.96,89,10.44,5.08
2020-04-17 19:00:00,7.8,35,10.19,13.46
2020-04-17 20:00:00,-0.87,46,6.8,10.67
2020-04-17 21:00:00,-0.12,87,6.55,14.91
2020-04-17 22:00:00,24.47,93,5.65,8.69
2020-04-17 23:00:00,24.98,99,6.94,4.48
2020-04-18 00:00:00,0.61,75,0.14,0.56
2020-04-18 01:00:00,30.56,71,2.66,3.08
2020-04-18 02:00:00,-4.79,37,14.76,3.19
2020-04-18 03:00:00,-6.17,64,2.34,10.02
2020-04-18 04:00:00,32.72,82,14.98,2.23
2020-04-18 05:00:00,3.96,87,3.21,7.09
2020-04-18 06:00:00,2.72,50,9.56,0.38
2020-04-18 07:00:00,-6.57,55,14.43,12.82
2020-04-18 08:00:00,3.36,50,4.1,6.46
2020-04-18 09:00:00,20.14,21,10.22,2.05
2020-04-18 10:00:00,7.92,54,11.18,12.26
2020-04-18 11:00:00,9.46,46,10.62,13.11
2020-04-18 12:00:00,-3.78,47,3.82,12.18
2020-04-18 13:00:00,27.43,35,0.67,4.46
2020-04-18 14:00:00,18.61,32,2.11,2.28
2020-04-18 15:00:00,29.09,46,9.92,11.37
2020-04-18 16:00:00,-1.88,45,8.56,17.87
2020-04-18 17:00:00,17.78,54,5.64,8.31
2020-04-18 18:00:00,15.75,48,3.89,11.76
2020-04-18 19:00:00,-8.71,60,6.71,6.9
2020-04-18 20:00:00,-9.27,57,9.45,11.03
2020-04-18 21:00:00,10.98,50,12.46,5.37
2020-04-18 22:00:00,-4.1,28,6.27,10.79
2020-04-18 23:00:00,34.97,71,3.86,16.91
2020-04-19 00:00:00,-3.0,97,13.01,3.42
2020-04-19 01:00:00,-1.09,71,4.8,13.66
2020-04-19 02:00:00,21.89,80,7.15,5.02
2020-04-19 03:00:00,-8.31,55,2.86,4.02
2020-04-19 04:00:00,-3.4,100,14.04,0.93
2020-04-19 05:00:00,22.0,71,4.28,1.21
2020-04-19 06:00:00,3.01,62,1.71,7.62
2020-04-19 07:00:00,31.87,34,7.52,7.93
2020-04-19 08:00:00,15.21,86,9.64,17.04
2020-04-19 09:00:00,-5.54,65,4.7,18.85
2020-04-19 10:00:00,12.42,77,0.88,9.8
2020-04-19 11:00:00,23.51,25,11.98,13.1
2020-04-19 12:00:00,15.35,59,11.85,2.0
2020-04-19 13:00:00,-5.1,84,12.05,13.28
2020-04-19 14:00:00,-9.45,78,6.98,3.37
2020-04-19 15:00:00,-7.98,68,13.43,1.55
2020-04-19 16:00:00,14.39,88,8.13,5.24
2020-04-19 17:00:00,-4.88,51,11.58,17.43
2020-04-19 18:00:00,24.92,78,11.7,12.85
2020-04-19 19:00:00,-1.36,83,7.32,0.78
2020-04-19 20:00:00,33.47,65,7.49,16.55
2020-04-19 21:00:00,-1.72,89,5.66,11.93
2020-04-19 22:00:00,-6.42,46,9.14,15.05
2020-04-19 23:00:00,4.54,99,4.59,12.99
2020-04-20 00:00:00,14.64,33,1.0,10.73
2020-04-20 01:00:00,11.5,66,13.06,18.27
2020-04-20 02:00:00,33.3,60,3.06,13.42
2020-04-20 03:00:00,-1.34,87,1.36,5.47
2020-04-20 04:00:00,-4.19,52,6.64,3.2
2020-04-20 05:00:00,29.86,74,2.26,18.94
2020-04-20 06:00:00,-5.76,96,9.88,19.18
2020-04-20 07:00:00,1.17,64,11.02,14.91
2020-04-20 08:00:00,4.27,36,9.25,5.13
2020-04-20 09:00:00,25.48,34,13.17,9.29
2020-04-20 10:00:00,5.85,50,2.61,1.71
2020-04-20 11:00:00,-1.99,78,8.56,1.87
2020-04-20 12:00:00,1.22,45,11.63,3.69
2020-04-20 13:00:00,13.47,52,2.8,1.65
2020-04-20 14:00:00,16.65,77,1.13,14.86
2020-04-20 15:00:00,24.28,27,2.01,2.27
2020-04-20 16:00:00,27.21,52,11.56,7.59
2020-04-20 17:00:00,31.99,43,10.57,10.88
2020-04-20 18:00:00,3.58,42,12.01,3.31
2020-04-20 19:00:00,-8.62,53,11.03,1.13
2020-04-20 20:00:00,18.72,20,9.34,18.46
2020-04-20 21:00:00,29.77,43,5.96,7.54
2020-04-20 22:00:00,-7.53,41,0.82,15.44
2020-04-20 23:00:00,15.7,44,14.75,11.08
2020-04-21 00:00:00,28.08,30,10.52,14.73
2020-04-21 01:00:00,-3.05,53,2.6,6.36
2020-04-21 02:00:00,34.99,28,10.75,17.05
2020-04-21 03:00:00,8.33,98,5.88,17.22
2020-04-21 04:00:00,33.38,68,7.73,1.54
2020-04-21 05:00:00,1.8,27,4.92,13.29
2020-04-21 06:00:00,-6.45,51,9.72,19.85
2020-04-21 07:00:00,28.2,20,7.39,13.28
2020-04-21 08:00:00,6.4,72,6.9,9.93
2020-04-21 09:00:00,-4.13,20,10.34,18.26
2020-04-21 10:00:00,22.69,56,5.86,11.16
2020-04-21 11:00:00,28.81,21,13.45,9.78
2020-04-21 12:00:00,26.31,54,9.64,15.93
2020-04-21 13:00:00,-2.78,85,7.7,0.26
2020-04-21 14:00:00,-2.47,45,4.18,15.41
2020-04-21 15:00:00,34.98,31,9.78,14.46
2020-04-21 16:00:00,1.76,100,5.14,7.85
2020-04-21 17:00:00,1.84,38,11.44,19.2
2020-04-21 18:00:00,33.48,75,7.93,2.18
2020-04-21 19:00:00,21.78,24,5.46,7.81
2020-04-21 20:00:00,-5.3,58,1.77,6.83
2020-04-21 21:00:00,-4.74,93,13.79,0.18
2020-04-21 22:00:00,17.67,45,9.85,12.77
2020-04-21 23:00:00,-0.03,68,8.81,13.67
2020-04-22 00:00:00,25.56,37,6.55,17.58
2020-04-22 01:00:00,9.63,100,1.09,6.5
2020-04-22 02:00:00,15.59,27,4.27,13.65
2020-04-22 03:00:00,-1.56,32,8.32,9.06
2020-04-22 04:00:00,6.75,31,11.23,12.02
2020-04-22 05:00:00,-5.64,62,3.52,17.47
2020-04-22 06:00:00,24.95,99,7.32,0.38
2020-04-22 07:00:00,9.45,95,9.49,9.36
2020-04-22 08:00:00,19.98,93,13.06,9.01
2020-04-22 09:00:00,20.48,88,14.22,6.34
2020-04-22 10:00:00,19.27,46,9.22,13.65
2020-04-22 11:00:00,0.42,28,5.15,14.54
2020-04-22 12:00:00,29.18,81,9.07,0.64
2020-04-22 13:00:00,33.27,50,14.85,11.3
2020-04-22 14:00:00,-4.51,65,6.98,19.94
2020-04-22 15:00:00,14.52,58,0.12,1.49
2020-04-22 16:00:00,-5.06,42,0.23,16.96
2020-04-22 17:00:00,6.3,69,2.95,14.18
2020-04-22 18:00:00,-4.88,44,3.28,6.11
2020-04-22 19:00:00,22.58,27,2.07,18.84
2020-04-22 20:00:00,1.31,66,7.99,10.51
2020-04-22 21:00:00,23.58,43,11.07,14.53
2020-04-22 22:00:00,22.37,100,8.22,10.2
2020-04-22 23:00:00,27.63,57,10.04,9.9
2020-04-23 00:00:00,3.19,84,5.93,18.15
2020-04-23 01:00:00,5.13,99,11.1,15.77
2020-04-23 02:00:00,-8.32,20,6.2,8.41
2020-04-23 03:00:00,28.62,42,5.84,2.33
2020-04-23 04:00:00,27.29,94,7.18,8.31
2020-04-23 05:00:00,-1.34,82,4.06,6.92
2020-04-23 06:00:00,-1.66,63,8.63,4.03
2020-04-23 07:00:00,8.07,71,5.58,0.24
2020-04-23 08:00:00,17.06,31,9.03,10.6
2020-04-23 09:00:00,-9.33,38,1.52,10.59
2020-04-23 10:00:00,32.39,99,2.12,19.25
2020-04-23 11:00:00,5.18,38,2.06,2.02
2020-04-23 12:00:00,33.35,71,4.82,14.84
2020-04-23 13:00:00,-4.22,33,10.58,6.88
2020-04-23 14:00:00,-3.47,95,11.89,15.44
2020-04-23 15:00:00,23.59,71,3.05,10.24
2020-04-23 16:00:00,22.69,34,11.23,14.67
2020-04-23 17:00:00,27.69,35,4.09,1.46
2020-04-23 18:00:00,8.93,64,8.91,12.53
2020-04-23 19:00:00,5.21,92,11.54,8.33
2020-04-23 20:00:00,31.98,34,2.24,8.89
2020-04-23 21:00:00,11.15,20,6.34,9.23
2020-04-23 22:00:00,9.71,24,9.7,4.71
2020-04-23 23:00:00,16.3,53,6.49,3.31
2020-04-24 00:00:00,12.15,46,14.3,7.02
2020-04-24 01:00:00,9.54,61,7.33,0.54
2020-04-24 02:00:00,2.12,86,13.86,2.59
2020-04-24 03:00:00,1.2,99,12.54,12.04
2020-04-24 04:00:00,16.76,50,4.96,4.12
2020-04-24 05:00:00,16.23,34,1.26,15.77
2020-04-24 06:00:00,31.68,63,5.01,14.13
2020-04-24 07:00:00,19.66,97,6.51,5.06
2020-04-24 08:00:00,12.4,66,11.63,2.24
2020-04-24 09:00:00,31.6,81,6.51,8.5
2020-04-24 10:00:00,17.44,30,1.43,7.81
2020-04-24 11:00:00,19.65,68,2.65,15.87
2020-04-24 12:00:00,23.33,21,0.66,9.38
2020-04-24 13:00:00,24.07,28,12.08,3.46
2020-04-24 14:00:00,30.95,62,5.77,15.88
2020-04-24 15:00:00,5.89,82,12.09,14.94
2020-04-24 16:00:00,30.93,83,2.38,3.33
2020-04-24 17:00:00,-2.78,37,1.72,16.51
2020-04-24 18:00:00,15.25,65,5.85,2.85
2020-04-24 19:00:00,15.39,52,12.26,15.24
2020-04-24 20:00:00,9.8,95,5.36,11.53
2020-04-24 21:00:00,7.76,98,9.75,19.83
2020-04-24 22:00:00,13.48,40,0.01,8.14
2020-04-24 23:00:00,1.38,27,5.4,19.75
2020-04-25 00:00:00,-3.44,79,13.46,12.87
2020-04-25 01:00:00,-9.06,46,12.63,5.42
2020-04-25 02:00:00,22.34,93,0.85,13.84
2020-04-25 03:00:00,-9.95,90,3.03,19.23
2020-04-25 04:00:00,26.27,84,12.83,2.96
2020-04-25 05:00:00,11.7,93,11.45,16.37
2020-04-25 06:00:00,7.27,75,10.31,14.08
2020-04-25 07:00:00,15.13,58,13.82,1.97
2020-04-25 08:00:00,-2.68,77,0.18,19.37
2020-04-25 09:00:00,3.96,21,11.61,12.81
2020-04-25 10:00:00,11.8,62,7.2,15.4
2020-04-25 11:00:00,0.68,99,4.48,1.26
2020-04-25 12:00:00,10.28,71,2.93,6.49
2020-04-25 13:00:00,-4.68,98,10.96,0.14
2020-04-25 14:00:00,13.19,41,13.5,3.56
2020-04-25 15:00:00,32.2,78,3.6,8.1
2020-04-25 16:00:00,-4.24,24,2.62,19.84
2020-04-25 17:00:00,7.99,34,7.29,11.65
2020-04-25 18:00:00,0.65,64,5.5,7.0
2020-04-25 19:00:00,3.53,36,13.02,3.8
2020-04-25 20:00:00,-0.84,23,2.56,16.9
2020-04-25 21:00:00,10.14,60,10.24,18.42
2020-04-25 22:00:00,25.06,33,0.92,9.78
2020-04-25 23:00:00,32.61,51,7.4,5.35
2020-04-26 00:00:00,29.97,40,8.34,0.09
2020-04-26 01:00:00,-2.35,75,13.18,3.57
2020-04-26 02:00:00,16.28,33,7.91,11.93
2020-04-26 03:00:00,-3.88,85,1.42,6.58
2020-04-26 04:00:00,7.17,67,6.05,10.06
2020-04-26 05:00:00,-1.05,99,2.21,10.84
2020-04-26 06:00:00,23.1,51,14.42,17.28
2020-04-26 07:00:00,32.82,64,8.0,4.43
2020-04-26 08:00:00,23.93,69,2.17,8.77
2020-04-26 09:00:00,-3.95,91,2.36,1.58
2020-04-26 10:00:00,7.53,51,9.23,18.84
2020-04-26 11:00:00,23.15,40,8.75,18.68
2020-04-26 12:00:00,2.98,61,3.92,12.94
2020-04-26 13:00:00,30.8,61,5.7,2.56
2020-04-26 14:00:00,17.69,29,4.99,18.85
2020-04-26 15:00:00,23.97,44,6.69,16.88
2020-04-26 16:00:00,5.26,99,12.33,18.73
2020-04-26 17:00:00,4.22,90,4.55,8.48
2020-04-26 18:00:00,28.39,30,10.31,1.24
2020-04-26 19:00:00,-8.65,83,3.88,5.03
2020-04-26 20:00:00,31.31,56,6.37,2.79
2020-04-26 21:00:00,22.59,72,3.09,13.77
2020-04-26 22:00:00,16.18,31,4.75,2.66
2020-04-26 23:00:00,8.02,100,2.74,9.51
2020-04-27 00:00:00,1.11,79,10.3,3.76
2020-04-27 01:00:00,-6.53,98,11.44,1.89
2020-04-27 02:00:00,21.7,64,12.23,7.48
2020-04-27 03:00:00,1.67,49,9.85,13.43
2020-04-27 04:00:00,7.16,29,5.71,5.08
2020-04-27 05:00:00,-3.07,80,6.17,15.97
2020-04-27 06:00:00,25.31,33,11.08,14.71
2020-04-27 07:00:00,30.43,88,10.22,7.12
2020-04-27 08:00:00,19.17,98,7.97,13.48
2020-04-27 09:00:00,32.71,93,14.45,4.43
2020-04-27 10:00:00,-9.1,86,0.49,18.62
2020-04-27 11:00:00,-9.46,68,9.23,14.92
2020-04-27 12:00:00,0.41,93,14.8,10.31
2020-04-27 13:00:00,12.66,67,7.74,13.35
2020-04-27 14:00:00,33.62,36,6.38,16.28
2020-04-27 15:00:00,14.25,68,0.06,15.12
2020-04-27 16:00:00,18.04,38,12.61,3.33
2020-04-27 17:00:00,31.18,97,12.66,18.59
2020-04-27 18:00:00,15.95,67,1.74,18.3
2020-04-27 19:00:00,6.73,46,6.76,4.23
2020-04-27 20:00:00,-5.51,29,6.62,12.44
2020-04-27 21:00:00,22.86,64,12.21,19.63
2020-04-27 22:00:00,3.18,65,2.22,14.76
2020-04-27 23:00:00,23.33,29,7.18,13.8
2020-04-28 00:00:00,-5.4,39,7.36,14.13
2020-04-28 01:00:00,23.01,53,0.72,16.13
2020-04-28 02:00:00,32.06,23,9.95,19.69
2020-04-28 03:00:00,13.83,52,12.65,13.35
2020-04-28 04:00:00,-5.64,41,12.51,6.15
2020-04-28 05:00:00,4.8,63,13.67,17.1
2020-04-28 06:00:00,-2.62,44,6.28,14.78
2020-04-28 07:00:00,24.24,94,8.89,13.81
2020-04-28 08:00:00,0.96,92,0.3,10.82
2020-04-28 09:00:00,13.77,35,5.23,4.73
2020-04-28 10:00:00,16.56,94,2.56,1.2
2020-04-28 11:00:00,34.05,99,13.8,12.48
2020-04-28 12:00:00,23.29,41,4.34,14.0
2020-04-28 13:00:00,26.68,45,14.98,3.89
2020-04-28 14:00:00,34.0,72,13.03,12.06
2020-04-28 15:00:00,-2.69,57,7.26,6.55
2020-04-28 16:00:00,14.13,89,3.15,8.29
2020-04-28 17:00:00,28.44,24,8.45,13.05
2020-04-28 18:00:00,1.52,20,10.53,13.22
2020-04-28 19:00:00,0.8,32,7.17,12.52
2020-04-28 20:00:00,9.4,88,11.56,3.61
2020-04-28 21:00:00,17.28,68,13.38,10.69
2020-04-28 22:00:00,-9.87,43,12.43,14.37
2020-04-28 23:00:00,-2.07,59,7.82,10.3
2020-04-29 00:00:00,32.53,28,10.82,9.44
2020-04-29 01:00:00,-0.97,54,14.02,0.77
2020-04-29 02:00:00,15.22,29,0.86,6.71
2020-04-29 03:00:00,7.54,22,14.48,11.05
2020-04-29 04:00:00,15.14,100,3.58,19.0
2020-04-29 05:00:00,31.45,33,5.27,4.09
2020-04-29 06:00:00,-2.03,56,4.13,6.03
2020-04-29 07:00:00,22.67,66,12.18,13.93
2020-04-29 08:00:00,4.29,86,4.11,13.76
2020-04-29 09:00:00,13.76,71,5.19,12.49
2020-04-29 10:00:00,18.32,41,9.65,13.06
2020-04-29 11:00:00,12.81,43,3.29,8.45
2020-04-29 12:00:00,14.87,81,14.44,14.27
2020-04-29 13:00:00,18.98,48,5.75,7.81
2020-04-29 14:00:00,31.54,39,11.75,15.13
2020-04-29 15:00:00,18.73,96,10.85,12.71
2020-04-29 16:00:00,31.33,28,11.09,1.93
2020-04-29 17:00:00,5.19,55,12.66,18.3
2020-04-29 18:00:00,17.89,28,14.06,3.3
2020-04-29 19:00:00,-6.77,57,10.95,10.79
2020-04-29 20:00:00,18.87,84,12.86,14.97
2020-04-29 21:00:00,-9.94,33,12.39,14.27
2020-04-29 22:00:00,3.37,23,14.08,15.87
2020-04-29 23:00:00,-4.35,71,2.43,1.21
2020-04-30 00:00:00,13.43,71,4.31,4.68
2020-04-30 01:00:00,-9.07,85,13.62,17.88
2020-04-30 02:00:00,7.45,90,0.26,11.6
2020-04-30 03:00:00,14.38,28,6.1,16.57
2020-04-30 04:00:00,-4.73,28,8.46,13.02
2020-04-30 05:00:00,10.88,46,5.42,9.58
2020-04-30 06:00:00,-9.84,43,13.37,13.15
2020-04-30 07:00:00,10.08,93,8.61,8.72
2020-04-30 08:00:00,-4.94,66,14.49,17.81
2020-04-30 09:00:00,8.84,97,9.73,12.45
2020-04-30 10:00:00,-9.64,25,5.54,3.89
2020-04-30 11:00:00,26.57,89,7.18,0.29
2020-04-30 12:00:00,12.61,62,10.64,17.5
2020-04-30 13:00:00,19.68,80,9.19,2.68
2020-04-30 14:00:00,0.23,46,0.65,11.84
2020-04-30 15:00:00,-5.76,86,4.2,17.85
2020-04-30 16:00:00,14.28,44,14.77,11.32
2020-04-30 17:00:00,12.88,73,14.37,8.03
2020-04-30 18:00:00,-2.35,83,3.63,16.56
2020-04-30 19:00:00,32.72,63,4.61,1.17
2020-04-30 20:00:00,20.28,59,14.16,2.16
2020-04-30 21:00:00,6.94,69,14.74,12.29
2020-04-30 22:00:00,29.84,94,4.89,4.79
2020-04-30 23:00:00,17.49,40,9.8,14.72
2020-05-01 00:00:00,16.81,66,11.27,14.83
2020-05-01 01:00:00,5.22,62,7.59,7.39
2020-05-01 02:00:00,7.11,48,14.17,12.36
2020-05-01 03:00:00,-4.26,33,5.92,1.53
2020-05-01 04:00:00,8.11,80,5.23,2.99
2020-05-01 05:00:00,22.64,100,2.25,18.09
2020-05-01 06:00:00,-9.51,91,13.21,14.49
2020-05-01 07:00:00,27.66,78,6.39,4.55
2020-05-01 08:00:00,-2.86,76,11.72,14.65
2020-05-01 09:00:00,-9.27,39,11.14,1.64
2020-05-01 10:00:00,34.13,29,7.24,14.31
2020-05-01 11:00:00,-6.95,58,14.73,6.35
2020-05-01 12:00:00,-6.79,88,6.75,9.6
2020-05-01 13:00:00,-3.19,61,13.44,16.67
2020-05-01 14:00:00,-1.24,49,7.94,1.24
2020-05-01 15:00:00,-8.26,37,1.67,13.17
2020-05-01 16:00:00,19.7,93,7.42,17.86
2020-05-01 17:00:00,17.91,66,11.16,5.87
2020-05-01 18:00:00,9.62,46,4.48,13.16
2020-05-01 19:00:00,6.75,22,2.99,9.88
2020-05-01 20:00:00,13.32,83,1.92,3.22
2020-05-01 21:00:00,17.25,34,2.03,12.13
2020-05-01 22:00:00,22.45,100,0.08,12.1
2020-05-01 23:00:00,4.75,97,3.2,13.2
2020-05-02 00:00:00,26.0,89,8.78,16.87
2020-05-02 01:00:00,31.22,88,14.62,5.75
2020-05-02 02:00:00,32.67,74,4.98,4.15
2020-05-02 03:00:00,30.12,72,6.98,6.22
2020-05-02 04:00:00,9.11,31,13.32,12.06
2020-05-02 05:00:00,20.02,53,4.43,16.96
2020-05-02 06:00:00,25.12,96,7.58,4.46
2020-05-02 07:00:00,7.62,56,8.76,13.38
2020-05-02 08:00:00,-8.16,73,4.53,13.85
2020-05-02 09:00:00,15.37,82,5.96,18.94
2020-05-02 10:00:00,16.7,46,8.37,8.94
2020-05-02 11:00:00,11.78,81,3.88,2.12
2020-05-02 12:00:00,-1.67,28,1.39,14.23
2020-05-02 13:00:00,29.78,86,13.3,6.93
2020-05-02 14:00:00,11.87,56,3.88,8.02
2020-05-02 15:00:00,-6.3,91,11.8,12.52
2020-05-02 16:00:00,18.43,52,11.07,14.58
2020-05-02 17:00:00,4.3,50,0.67,6.67
2020-05-02 18:00:00,1.04,96,12.8,11.07
2020-05-02 19:00:00,2.63,48,9.69,9.85
2020-05-02 20:00:00,20.19,48,13.77,9.63
2020-05-02 21:00:00,16.51,34,12.89,18.8
2020-05-02 22:00:00,-2.73,25,2.0,14.53
2020-05-02 23:00:00,13.12,44,0.71,15.35
2020-05-03 00:00:00,18.55,99,4.6,2.08
2020-05-03 01:00:00,-6.95,67,9.79,6.6
2020-05-03 02:00:00,10.08,30,11.95,0.53
2020-05-03 03:00:00,16.9,86,4.56,7.43
2020-05-03 04:00:00,24.88,67,14.97,10.32
2020-05-03 05:00:00,-5.56,69,2.44,19.05
2020-05-03 06:00:00,14.16,34,2.03,19.53
2020-05-03 07:00:00,7.12,69,9.47,16.28
2020-05-03 08:00:00,32.43,85,1.39,14.7
2020-05-03 09:00:00,26.07,89,12.76,18.11
2020-05-03 10:00:00,31.68,53,10.96,18.03
2020-05-03 11:00:00,6.58,79,5.85,0.69
2020-05-03 12:00:00,19.01,94,3.61,8.71
2020-05-03 13:00:00,16.11,95,1.34,18.68
2020-05-03 14:00:00,21.26,67,8.6,8.73
2020-05-03 15:00:00,25.71,83,3.06,10.69
2020-05-03 16:00:00,20.62,82,7.52,5.46
2020-05-03 17:00:00,16.65,99,0.21,20.0
2020-05-03 18:00:00,3.29,92,5.29,6.62
2020-05-03 19:00:00,30.61,24,10.94,3.45
2020-05-03 20:00:00,10.7,86,9.88,11.04
2020-05-03 21:00:00,6.56,30,6.22,3.78
2020-05-03 22:00:00,25.38,20,4.46,13.58
2020-05-03 23:00:00,32.61,80,9.4,4.53
2020-05-04 00:00:00,15.87,43,13.41,5.48
2020-05-04 01:00:00,15.49,33,3.25,3.44
2020-05-04 02:00:00,-3.87,64,12.84,11.88
2020-05-04 03:00:00,8.42,77,9.4,12.43
2020-05-04 04:00:00,30.53,46,2.32,16.19
2020-05-04 05:00:00,16.44,88,2.28,2.49
2020-05-04 06:00:00,16.34,80,0.53,8.63
2020-05-04 07:00:00,-5.82,37,9.08,14.53
2020-05-04 08:00:00,7.29,35,7.02,16.45
2020-05-04 09:00:00,2.05,88,8.91,16.07
2020-05-04 10:00:00,-9.75,56,7.22,7.72
2020-05-04 11:00:00,22.77,87,13.36,1.02
2020-05-04 12:00:00,9.65,37,14.06,7.18
2020-05-04 13:00:00,23.89,20,12.11,17.85
2020-05-04 14:00:00,-2.1,93,4.36,16.06
2020-05-04 15:00:00,2.12,82,4.21,17.6
2020-05-04 16:00:00,19.75,75,13.56,17.96
2020-05-04 17:00:00,-7.9,55,0.0,4.46
2020-05-04 18:00:00,15.83,31,8.96,5.69
2020-05-04 19:00:00,18.45,68,4.56,19.01
2020-05-04 20:00:00,-2.73,84,12.6,4.65
2020-05-04 21:00:00,21.78,69,12.06,0.18
2020-05-04 22:00:00,19.23,44,6.17,9.5
2020-05-04 23:00:00,-9.08,34,1.28,0.83
2020-05-05 00:00:00,29.18,94,1.87,18.87
2020-05-05 01:00:00,33.03,66,7.27,18.46
2020-05-05 02:00:00,14.17,69,4.63,0.96
2020-05-05 03:00:00,17.48,65,3.64,1.42
2020-05-05 04:00:00,31.4,88,6.12,1.26
2020-05-05 05:00:00,-2.15,91,4.87,13.21
2020-05-05 06:00:00,30.9,97,8.95,0.23
2020-05-05 07:00:00,24.13,46,9.02,6.95
2020-05-05 08:00:00,-5.18,46,0.64,5.41
2020-05-05 09:00:00,12.53,37,2.43,6.04
2020-05-05 10:00:00,-8.99,56,6.47,10.39
2020-05-05 11:00:00,5.15,65,14.9,10.72
2020-05-05 12:00:00,-9.81,24,8.31,17.53
2020-05-05 13:00:00,2.3,35,5.51,0.61
2020-05-05 14:00:00,-7.1,52,0.05,5.42
2020-05-05 15:00:00,-0.03,41,10.72,2.92
2020-05-05 16:00:00,9.3,57,9.08,10.69
2020-05-05 17:00:00,-9.34,100,3.35,11.19
2020-05-05 18:00:00,10.02,61,6.42,8.27
2020-05-05 19:00:00,23.64,26,6.14,13.43
2020-05-05 20:00:00,25.42,37,9.46,16.11
2020-05-05 21:00:00,18.16,40,6.49,11.89
2020-05-05 22:00:00,-7.59,55,14.33,9.12
2020-05-05 23:00:00,-3.38,83,7.76,15.64
2020-05-06 00:00:00,2.3,59,10.39,6.86
